,X,Y,nama,kode_rs,tempat_tidur,lat,lon,alamat,tipe,wilayah,city
163,119.439051,-5.148777,RS UMUM SANDI KARSA MAKASSAR,7371434,0,-5.148777,119.439051,"JL. ABDULLAH DAENG SIRUA NO.16A, MASALE, KEC. PANAKKUKANG, KOTA MAKASSAR, SULAWESI SELATAN 90231",RS,SULAWESI SELATAN,KOTA MAKASSAR
796,119.434084,-5.16263,RS ISLAM FAISAL,7371293,224,-5.16263,119.434084,"JL. A. P. PETTARANI, BANTA-BANTAENG, KEC. RAPPOCINI, KOTA MAKASSAR, SULAWESI SELATAN 90222",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
161,120.463599,-2.593082,RS HIKMAH SEJAHTERA SUKAMAJU,7322004,48,-2.593082,120.463599,"JL. TRANS SULAWESI, KALUKU, SUKAMAJU",RS,SULAWESI SELATAN,LUWU UTARA
158,119.491644,-5.1981519999999986,RS UMUM YAPIKA,7306059,105,-5.1981519999999986,119.491644,"JL. ABD. KADIR DG. SURO, SAMATA, KEC. SOMBA OPU, KABUPATEN GOWA, SULAWESI SELATAN 90235",RS,SULAWESI SELATAN,GOWA
800,119.418681,-5.13871,RS KHUSUS DAERAH IBU DAN ANAK SITI FATIMAH,7371256,33,-5.13871,119.418681,JL. GUNUNG MERAPI NO. 73 MAKASSAR,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
155,119.899932,-2.968138,RS SANTA TERESA MARAMPA RANTEPAO,7326003,38,-2.968138,119.899932,"JL. ANDI MAPPANYUKKI, MALANGO', RANTEPAO",RS,SULAWESI SELATAN,TORAJA UTARA
670,120.810553,-2.5788290000000003,RS UMUM DAERAH I LAGALIGO,7325016,184,-2.5788290000000003,120.810553,"JL. SANGKURUWIRA,KEC.WOTU KAB.LUWU TIMUR",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,LUWU TIMUR
604,120.244,-3.1592, RS UMUM DAERAH BATARA GURU,7317075,130,-3.1592,120.244,"   JL. TOMAKAKA, DESA LEBANI, KEC. BELOPA UTARA, KAB. LUWU",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,LUWU
184,119.586772,-4.784441,RSU KELAS D PRATAMA KAB. PANGKAJENE KEPULAUAN,7310021,24,-4.784441,119.586772,"BATARA, KEC. LABAKKANG",RS,SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN
606,119.415,-5.1406,RS KHUSUS DAERAH IBU DAN ANAK PERTIWI,7371234,63,-5.1406,119.415,"  JL. JEND.SUDIRMAN NO.14, MAKASAR",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
671,119.572389,-5.0286019999999985,RS UMUM DAERAH SALEWANGANG MAROS,7309016,156,-5.0286019999999985,119.572389,JL. POROS MAROS-MAKASSAR KM 3 MAROS,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,MAROS
605,120.419,-3.7129,RS UMUM DAERAH SIWA,7313023,72,-3.7129,120.419,"  JL. ANDI DJAJA NO.1 KEC. PITUMPANUA, SIWA, KAB. WAJO",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,WAJO
908,119.761072,-5.684352,RS UMUM DAERAH LANTO DAENG PASEWANG,7304011,62,-5.684352,119.761072,JL.LINGKAR KEL.EMPONG SELATAN NO.8,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,JENEPONTO
897,120.332466,-4.549168,RS TK.IV DR. M. YASIN BONE,7308026,144,-4.549168,120.332466,JL. JEND SUDIRMAN WATAMPONE,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,BONE
29,120.250066,-5.128285,RS UMUM DAERAH KABUPATEN SINJAI,7307014,136,-5.128285,120.250066,"JL. JEND SUDIRMAN NO. 47 SINJAI, SULAWESI SELATAN",RS_RUJUKAN_NASIONAL,SULAWESI SELATAN,SINJAI
126,119.442787,-5.163369,RS IBU DAN ANAK SAYANG BUNDA,7371432,13,-5.163369,119.442787,HERTASNING NO. 52 KEL. TIDUNG KEC. RAPPOCINI MAKASSAR,RS,SULAWESI SELATAN,KOTA MAKASSAR
904,119.439628,-5.4217260000000005,RS UMUM DAERAH H. PADJONGA DG. NGALLE TAKALAR,7305012,228,-5.4217260000000005,119.439628,"JL. H. INCE HUSAIN DG PARANI NO 1, KAB TAKALAR",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,TAKALAR
905,120.17868500000002,-2.940037,RS UMUM DAERAH SAWERIGADING,7373016,217,-2.940037,120.17868500000002,JL. DR. RATULANGI KM.7 RAMPOANG KOTA PALOPO,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA PALOPO
907,119.947661,-5.549615,RS UMUM DAERAH PROF.DR.H.M. ANWAR MAKKATUTU,7303010,231,-5.549615,119.947661,JL. TERATAI NO.20 BANTAENG,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,BANTAENG
234,119.407092,-5.1501769999999985,RS SILOAM MAKASSAR,7371402,179,-5.1501769999999985,119.407092,"JL. METRO TJ. BUNGA NO.KAV. 9, TJ. MERDEKA, SULAWESI SELATAN 90112",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
28,119.416137,-5.137968,RS TK.II PELAMONIA,7371030,316,-5.137968,119.416137,"JL. JEND SUDIRMAN NO.27,MAKASSAR",RS_RUJUKAN_NASIONAL,SULAWESI SELATAN,KOTA MAKASSAR
910,120.464509,-6.1355330000000015,RS UMUM DAERAH K.H. HAYYUNG KEPULAUAN SELAYAR,7301015,124,-6.1355330000000015,120.464509,JL. KH. ABDUL KADIR KASIM KEPULAUAN SELAYAR SULAWESI SELATAN,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KEPULAUAN SELAYAR
911,120.192204,-5.550805,RS UMUM DAERAH H.A. SULTHAN DAENG RADJA,7302016,222,-5.550805,120.192204,JL. SERIKAYA NO. 17 BULUKUMBA,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,BULUKUMBA
776,119.625618,-4.01269,RS TK IV 07.07.03 DR. SUMANTRI,7372031,127,-4.01269,119.625618,"JL. KARAENG BURANE NO.24, UJUNG BULU, KEC. UJUNG, KOTA PARE-PARE, SULAWESI SELATAN 91113",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA PARE PARE
33,119.850559,-0.8997709999999999,RS UMUM ANUTAPURA PALU,7271036,303,-0.8997709999999999,119.850559,JL. KANGKUNG NO. 1 PALU,RS_RUJUKAN_NASIONAL,SULAWESI TENGAH,KOTA PALU
32,121.338006,-1.972217,RS UMUM DAERAH KOLONEDALE,7204021,95,-1.972217,121.338006,JL. W MONGINSIDI 2 KOLONEDALE,RS_RUJUKAN_NASIONAL,SULAWESI TENGAH,MOROWALI UTARA
31,120.824241,1.036153,RS UMUM  MOKOPIDO TOLI-TOLI,7206012,206,1.036153,120.824241,"JL. LANONI NO.37 KEL BARU KEC BAOLAN KAB TOLI-TOLI, SULTENG",RS_RUJUKAN_NASIONAL,SULAWESI TENGAH,TOLITOLI
912,119.870402,-0.789334,RS UMUM DAERAH MADANI PALU,7271051,203,-0.789334,119.870402,JL. THALUA KONTJI NO. 11  MAMBORO PALU,RS_RUJUKAN_PROVINSI,SULAWESI TENGAH,KOTA PALU
34,122.83653,-0.932119,RS UMUM DAERAH KABUPATEN BANGGAI,7202015,271,-0.932119,122.83653,JL. IMAM BONJOL KM 3 NO. 14 LUWUK,RS_RUJUKAN_NASIONAL,SULAWESI TENGAH,BANGGAI
913,119.87481,-0.907145,RS BUDI AGUNG PALU,7271095,103,-0.907145,119.87481,JL. MALUKU NO. 44 PALU,RS_RUJUKAN_PROVINSI,SULAWESI TENGAH,KOTA PALU
914,120.76003500000002,-1.382954,RS UMUM DAERAH POSO,7204010,189,-1.382954,120.76003500000002,JL. JENDERAL SUDIRMAN NO.33  KEL KASINTUWU POSO,RS_RUJUKAN_PROVINSI,SULAWESI TENGAH,POSO
915,121.934066,-2.4778290000000003,RS UMUM DAERAH MOROWALI,7203016,95,-2.4778290000000003,121.934066,JL. TRANS SULAWESI FONUASINGKO BUNGKU,RS_RUJUKAN_PROVINSI,SULAWESI TENGAH,MOROWALI
669,120.175247,-0.811813,RS UMUM DAERAH ANUNTALOKO PARIGI,7208011,228,-0.811813,120.175247,JL. SIS AL JUFRI NO.214 PARIGI MOUTONG,RS_RUJUKAN_PROVINSI,SULAWESI TENGAH,PARIGI MOUTONG
143,122.818655,-1.471444,RS PRATAMA BILABANGGAI BUKO SELATAN,7201014,20,-1.471444,122.818655,JL. TRANS SULAWESI LUWUK PALU DESA TONGKONUNUK KEC. PAGIMANA BANGGAI INDONESIA.,RS,SULAWESI TENGAH,BANGGAI KEPULAUAN
30,119.884889,-0.8576459999999999,RS UMUM DAERAH UNDATA PALU,7271014,310,-0.8576459999999999,119.884889,"JALAN TRANS SULAWESI TONDO, TALISE, MANTIKULORE, KOTA PALU, SULAWESI TENGAH 94119",RS_RUJUKAN_NASIONAL,SULAWESI TENGAH,KOTA PALU
130,122.796407,-0.943363,RS CLAIRE MEDIKA,7202017,14,-0.943363,122.796407,JL. SUNGAI MUSI NO. 17 KELURAHAN SOHO KECAMATAN LUWUK,RS,SULAWESI TENGAH,BANGGAI
21,122.492097,-4.034636,RS BAHTERAMAS PROVINSI SULTRA,7471011,368,-4.034636,122.492097,JL. KAPTEN PIERE TENDEAN NO 50 KEC BARUGA,RS_RUJUKAN_NASIONAL,SULAWESI TENGGARA,KOTA KENDARI
672,122.0777869,-3.868041261,RS UMUM DAERAH KONAWE,7403022,121,-3.868041261,122.0777869,"JL. PANGERAN DIPONEGORO NO.301, KONAWE",RS_RUJUKAN_PROVINSI,SULAWESI TENGGARA,KONAWE
305,121.598118,-4.053301,RS BENYAMIN GULUH KOLAKA,7404012,148,-4.053301,121.598118,"JL. WR SUPRATMAN NO.16, LAMOKATO, KOLAKA, KABUPATEN KOLAKA, SULAWESI TENGGARA 93511",RS_RUJUKAN_PROVINSI,SULAWESI TENGGARA,KOLAKA
137,122.517827,-3.961018,RS UMUM TIARA SENTOSA,7471009,0,-3.961018,122.517827,"JL. RADEN SOEPRAPTO NO.23, MANDONGA, KEC. MANDONGA, KOTA KENDARI, SULAWESI TENGGARA 93112",RS,SULAWESI TENGGARA,KOTA KENDARI
769,122.529402,-3.989732,RS UMUM DAERAH KOTA KENDARI,7471092,134,-3.989732,122.529402,JL. Z.A. SUGIANTO NO. 39 KENDARI,RS_RUJUKAN_PROVINSI,SULAWESI TENGGARA,KOTA KENDARI
306,122.27916100000002,-4.324589,RS UMUM DAERAH KONAWE SELATAN,7403114,81,-4.324589,122.27916100000002,JL. POROS ANDOOLO NO. 1 KONAWE SELATAN 93811,RS_RUJUKAN_PROVINSI,SULAWESI TENGGARA,KONAWE SELATAN
173,122.500322,-4.018475,RS HERMINA KENDARI,7471010,0,-4.018475,122.500322,"JL. DI PANJAITAN, RT.06/RW.03, WUNDUDOPI, BARUGA",RS,SULAWESI TENGGARA,KOTA KENDARI
77,122.602198,-5.462369,RS UMUM MURHUM,7472003,0,-5.462369,122.602198,JL MURHUM NO 69 KELURAHAN WAJO KECAMATAN MURHUM,RS,SULAWESI TENGGARA,KOTA BAU BAU
783,122.727151,-4.834172,RS UMUM DAERAH RAHA,7402010,118,-4.834172,122.727151,"JL. AHMAD YANI RAHA NO 10 RAHA PULAU, MUNA REGENCY, SOUTH EAST SULAWESI 93611",RS_RUJUKAN_PROVINSI,SULAWESI TENGGARA,MUNA
780,122.594723,-5.481838,RS UMUM DAERAH KOTA BAU BAU,7472016,112,-5.481838,122.594723,"JL. DRS. H. LA ODE MANARFA BAADIA, MURHUM, KOTA BAU-BAU, SULAWESI TENGGARA 93724",RS_RUJUKAN_PROVINSI,SULAWESI TENGGARA,KOTA BAU BAU
917,125.478945,2.38105,RS BERGERAK KAB.KEP.SITARO,7103026,62,2.38105,125.478945,"KAMPUNG SAWANG KEC, SIAU TIMUR SELATAN",RS_RUJUKAN_PROVINSI,SULAWESI UTARA,KEP. SIAU TAGULANDANG BIARO
916,124.838345,1.4555790000000002,RS BHAYANGKARA MANADO,7171061,64,1.4555790000000002,124.838345,JL. SAM RATULANGI NO. 326 MANADO,RS_RUJUKAN_PROVINSI,SULAWESI UTARA,KOTA MANADO
268,123.29873,0.8996350000000001,RS UMUM DAERAH BOLAANG MONGONDOW UTARA,7107003,71,0.8996350000000001,123.29873,"TALAGA TOMAOGU, WEST BOLANG ITANG, NORTH BOLAANG MONGONDOW REGENCY, NORTH SULAWESI",RS_RUJUKAN_PROVINSI,SULAWESI UTARA,BOLAANG MONGONDOW
138,125.542605,3.677829,RS UMUM LIUNG PADULI,7103039,0,3.677829,125.542605,"JL.PETTA-NAHA, KALURAE, TABUKAN UTARA, KABUPATEN KEPULAUAN SANGIHE, SULAWESI UTARA",RS,SULAWESI UTARA,KEPULAUAN SANGIHE
919,124.843591,1.474418,RS TK. II R. W. MONGISIDI,7171024,194,1.474418,124.843591,JL. 14 FEBRUARI TELLING ATAS MANADO,RS_RUJUKAN_PROVINSI,SULAWESI UTARA,KOTA MANADO
920,124.809658,1.123067,RS UMUM NOONGAN,7102120,60,1.123067,124.809658,JL.RAYA NOONGAN LANGOWAN BARAT,RS_RUJUKAN_PROVINSI,SULAWESI UTARA,MINAHASA
921,124.035583,0.8638290000000001,RS UMUM DATOE BINANGKANG,7101013,86,0.8638290000000001,124.035583,JL. TRANS SULAWESI DESA LOLAK II KEC. LOLAK SULAWESI UTARA,RS_RUJUKAN_PROVINSI,SULAWESI UTARA,BOLAANG MONGONDOW
615,125.382548,2.362215,RS UMUM DAERAH TAGULANDANG,7108037,58,2.362215,125.382548,"JL. BATULINE, BAHOI, TAGULANDANG, KEPULAUAN SIAU TAGULANDANG BIARO, SULAWESI UTARA",RS_RUJUKAN_PROVINSI,SULAWESI UTARA,KEP. SIAU TAGULANDANG BIARO
673,125.205,1.45535,RS UMUM DAERAH BITUNG,7172036,214,1.45535,125.205,JL. S. H. SARUNDAJANG KEL. MANEMBO-NEMBO TENGAH KEC. MATUARI,RS_RUJUKAN_PROVINSI,SULAWESI UTARA,KOTA BITUNG
709,124.847,1.18031,RSU RATATOTOK - BUYAT,7109028,48,1.18031,124.847,JL. J.W. LASUT RATATOTOK II KECAMATAN RATATOTOK,RS_RUJUKAN_NASIONAL,SULAWESI UTARA,MINAHASA TENGGARA
368,123.979746,0.399214,RS UMUM DAERAH BOLAANG MONGONDOW SELATAN,7110002,46,0.399214,123.979746,"MOLIBAGU, BOLANG UKI, KABUPATEN BOLAANG MONGONDOW SELATAN, SULAWESI UTARA",RS_RUJUKAN_PROVINSI,SULAWESI UTARA,BOLAANG MONGONDOW SELATAN
918,125.482014,3.608424,RS UMUM LIUN KENDAGE,7103015,34,3.608424,125.482014,JALAN TATEHE KELURAHAN APENGSEMBEKA KECAMATAN TAHUNA,RS_RUJUKAN_PROVINSI,SULAWESI UTARA,KEPULAUAN SANGIHE
946,124.808112,1.297635,RS UMUM DAERAH ANUGERAH,7173002,73,1.297635,124.808112,"JL. PINARAS, TUMATANGTANG, TOMOHON SEL., KOTA TOMOHON, SULAWESI UTARA 95432",RS_RUJUKAN_PROVINSI,SULAWESI UTARA,KOTA TOMOHON
37,124.917761,1.309889,RS UMUM DR.SAM RATULANGI,7102014,127,1.309889,124.917761,"JL. R. SUPRAPTO NO.123, LUAAN, TONDANO TIM., KABUPATEN MINAHASA, SULAWESI UTARA",RS_RUJUKAN_NASIONAL,SULAWESI UTARA,MINAHASA
603,124.9716374,1.43632287,RS UMUM DAERAH MARIA WALANDA MARAMIS,7106018,80,1.43632287,124.9716374, JL. PROF. ARNOLD MONONUTU - KEL.SARONGSONG II - AIRMADIDI,RS_RUJUKAN_PROVINSI,SULAWESI UTARA,MINAHASA UTARA
301,126.708005,4.005797,RS UMUM DAERAH TALAUD,7104038,86,4.005797,126.708005,"JL. RAYA MALA KEC. MELONGUANE, TARUN SEL., KABUPATEN KEPULAUAN TALAUD, SULAWESI UTARA",RS_RUJUKAN_PROVINSI,SULAWESI UTARA,KEPULAUAN TALAUD
35,124.80932,1.453815,RSUP PROF. DR. R. D. KANDOU,7171013,854,1.453815,124.80932,"JL. RAYA TANAWANGKO NO.56, MANADO",RS_RUJUKAN_NASIONAL,SULAWESI UTARA,KOTA MANADO
710,124.309,0.73433,RS UMUM DAERAH KOTA KOTAMOBAGU,7174035,187,0.73433,124.309,KELURAHAN POBUNDAYAN KECAMATAN KOTAMOBAGU SELATAN,RS_RUJUKAN_NASIONAL,SULAWESI UTARA,KOTA KOTAMOBAGU
131,100.662693,-0.789377,RS IBU DAN ANAK ANANDA,1372014,0,-0.789377,100.662693,JL. PROF. M. YAMIN PANDAN UJUNG KEC. TANJUNG HARAPAN KEL. PPA,RS,SUMATERA BARAT,KOTA SOLOK
767,100.371988,-0.950758,RS TK III REKSODIWIRYO PADANG,1371021,172,-0.950758,100.371988,"JL. DR. WAHIDIN NO.1, GANTING PARAK GADANG, KEC. PADANG TIM., KOTA PADANG, SUMATERA BARAT 25132",RS_RUJUKAN_PROVINSI,SUMATERA BARAT,KOTA PADANG
125,100.836543,-0.70173,RS ALYA,1304015,21,-0.70173,100.836543,JL. LINTAS SUMATERA PADANG SIBUSUK,RS,SUMATERA BARAT,SIJUNJUNG
144,100.981414,-0.736073,RS KHUSUS IBU DAN ANAK HARYANDA,1304017,14,-0.736073,100.981414,JL. LINTAS SUMATERA TANAH BADANTUNG JORONG GANTING KECAMATAN SIJUNJUNG,RS,SUMATERA BARAT,SIJUNJUNG
375,100.4570511,-0.920928933000016,RS. UNIVERSITAS ANDALAS,1371464,88,-0.920928933,100.4570511,"KOMPLEKS KAMPUS UNAND, LIMAU MANIS, KEC. PAUH, PADANG",RS_RUJUKAN_PROVINSI,SUMATERA BARAT,PADANG PARIAMAN
740,100.394548,-0.879581,RS UMUM DAERAH DR. RASIDIN PADANG,1371444,87,-0.879581,100.394548,"GUNUNG SARIK, KURANJI, JL. AIR PAKU, GN. SARIK, KEC. KURANJI, KOTA PADANG, SUMATERA BARAT 25586",RS_RUJUKAN_PROVINSI,SUMATERA BARAT,KOTA PADANG
15,100.367,-0.9438,RSUP DR. M. DJAMIL,1371010,0,-0.9438,100.367,JL. PERINTIS KEMERDEKAAN PADANG,RS_RUJUKAN_NASIONAL,SUMATERA BARAT,KOTA PADANG
772,100.125874,-0.630871,RS UMUM DAERAH PARIAMAN,1306015,168,-0.630871,100.125874,"JALAN PROF. YAMIN SH NO. 5, KP. BARU, PARIAMAN TENGAH, KOTA PARIAMAN, SUMATERA BARAT 25514",RS_RUJUKAN_PROVINSI,SUMATERA BARAT,KOTA PARIAMAN
20,100.366154,-0.299734,RS UMUM DAERAH DR. ACHMAD MOCHTAR,1375014,340,-0.299734,100.366154,"JL. DR. ABDUL RIVAI NO.1, BUKIT APIT PUHUN, KEC. GUGUK PANJANG, KOTA BUKITTINGGI, SUMATERA BARAT 26122",RS_RUJUKAN_NASIONAL,SUMATERA BARAT,KOTA BUKITTINGGI
743,100.668744,-0.8008310000000001,RS UMUM DAERAH MOHAMMAD NATSIR,1372011,174,-0.8008310000000001,100.668744,"JL. NANGKA, SIMPANG RUMBIO, LUBUK SIKARAH, KOTA SOLOK, SUMATERA BARAT 27316",RS_RUJUKAN_PROVINSI,SUMATERA BARAT,SOLOK
83,100.58025,-0.465761,RS UMUM HARAPAN IBUNDA,1305017,25,-0.465761,100.58025,"JL. IMAM BONJOL NO.3B, DOBOK",RS,SUMATERA BARAT,TANAH DATAR
157,104.189043,-4.135484,RS IBU DAN ANAK GRAHA KURNIA,1601088,4,-4.135484,104.189043,"TJ. BARU, KEC. BATURAJA TIMUR",RS,SUMATERA SELATAN,OGAN KOMERING ULU
294,104.776634,-2.978925,RS PELABUHAN PALEMBANG,1671333,60,-2.978925,104.776634,"JL. MAYOR MEMET SASTRA WIRYA NO.1, LAWANG KIDUL, KEC. ILIR TIM. II, KOTA PALEMBANG, SUMATERA SELATAN",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
990,102.863738,-3.296754,RS UMUM DAERAH DR. SOBIRIN KABUPATEN MUSI RAWAS,1674010,108,-3.296754,102.863738,"JL. YOS SUDARSO NO.13, KABUPATEN MUSIRAWAS, PS. PERMIRI, LUBUK LINGGAU BAR. II, KOTA LUBUKLINGGAU, SUMATERA SELATAN 31613",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA LUBUKLINGGAU
418,104.752515,-2.975123,RS UMUM RK CHARITAS,1671050,313,-2.975123,104.752515,"JL. JEND. SUDIRMAN NO.1054, SUNGAI PANGERAN, KEC. ILIR TIM. I, KOTA PALEMBANG, SUMATERA SELATAN 30114",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
416,104.801382,-2.970213,RS UMUM PUSRI PALEMBANG,1671046,120,-2.970213,104.801382,"KOMP. PT PUSRI, JL. MAY ZEN, SEI SELAYUR, KEC. KALIDONI, KOTA PALEMBANG, SUMATERA SELATAN 30118",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
415,104.731623,-2.971911,RS ISLAM SITI KHADIJAH,1671083,184,-2.971911,104.731623,"JL. DEMANG LEBAR DAUN, LOROK PAKJO, KEC. ILIR BAR. I, KOTA PALEMBANG, SUMATERA SELATAN 30137",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
414,104.682124,-2.923106,RS JIWA ERNALDI BAHAR PROVINSI SUMATERA SELATAN,1671061,200,-2.923106,104.682124,"JALAN TEMBUS TERMINAL KM. 12 NO. 02, TALANG KELAPA, ALANG ALANG LEBAR, KEC. ALANG-ALANG LEBAR, KOTA PALEMBANG, SUMATERA SELATAN 30961",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
420,104.824955,-2.993465,RS UMUM PERTAMINA PALEMBANG,1671024,59,-2.993465,104.824955,"KOMPLEK PERTAMINA UP III, JL. PENGANTINGAN NO.1, KOMPERTA, KEC. PLAJU, KOTA PALEMBANG, SUMATERA SELATAN 30967",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
719,104.750203,-2.966082,RS UMUM PUSAT DR. MOHAMMAD HOESIN PALEMBANG,1671013,868,-2.966082,104.750203,"JL. JEND. SUDIRMAN NO.KM.3,5, SEKIP JAYA, KEC. KEMUNING, KOTA PALEMBANG, SUMATERA SELATAN 30126",RS_RUJUKAN_NASIONAL,SUMATERA SELATAN,KOTA PALEMBANG
619,102.877712,-3.287812,RS SILOAM SILAMPARI,1674003,68,-3.287812,102.877712,JL YOS SUDARSO RT 11 KELURAHAN TABA JEMEKEH KECAMATAN LUBUKLINGGAU TIMUR 1,RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA LUBUKLINGGAU
421,104.760611,-2.989693,RS UMUM DR. AK.GANI KOTA PALEMBANG,1671035,208,-2.989693,104.760611,"JL. DR. AK. GANI NO.1, 19 ILIR, KEC. BUKIT KECIL, KOTA PALEMBANG, SUMATERA SELATAN 30113",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
986,104.112414,-2.540619,RS UMUM DAERAH SUNGAI LILIN,1606022,53,-2.540619,104.112414,"BENTAYAN, TUNGKAL ILIR, BENTAYAN, TUNGKAL ILIR, KABUPATEN MUSI BANYUASIN, SUMATERA SELATAN 30755",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,BANYUASIN
293,102.861038,-3.297645,RS AR BUNDA KOTA LUBUK LINGGAU,1674002,219,-3.297645,102.861038,"JL. GARUDA NO.245, BANDUNG KIRI, LUBUK LINGGAU BAR. I, KOTA LUBUKLINGGAU, SUMATERA SELATAN 31613",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA LUBUKLINGGAU
953,104.742343,-2.977687,RS SILOAM SRIWIJAYA PALEMBANG,1671335,153,-2.977687,104.742343,"JL.POM IX (KOMPLEK PS MALL) KELURAHAN LOROK PAKJO KEC. ILIR BAR. I, KOTA PALEMBANG, SUMATERA SELATAN 30137",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
239,104.254608,-3.409473,RS AR BUNDA KOTA PRABUMULIH,1672074,202,-3.409473,104.254608,"JL. ANGKATAN 45 NO.222, GN. IBUL BAR., KEC. PRABUMULIH TIM., KOTA PRABUMULIH, SUMATERA SELATAN 31113",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PRABUMULIH
238,103.820622,-3.278002,RS UMUM DAERAH TALANG UBI,1603085,76,-3.278002,103.820622,"JL. TAMAN SISWA, PS. BHAYANGKARA, TALANG UBI, PENUKAL ABAB LEMATANG ILIR REGENCY, SUMATERA SELATAN 31211",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR
356,103.0763197,-3.63852,RS UMUM DAERAH KABUPATEN EMPAT LAWANG,1611042,79,-3.63852,103.0763197,JL. NOERDIN PANDJI KM 5 KEL. TANJUNG KUPANG KEC. TEBING TINGGI KAB.EMPAT LAWANG,RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,EMPAT LAWANG
413,104.734573,-2.967834,RS UMUM BUNDA PALEMBANG,1671243,160,-2.967834,104.734573,"JL. DEMANG LEBAR DAUN NO.70, DEMANG LEBAR DAUN, KEC. ILIR BAR. I, KOTA PALEMBANG, SUMATERA SELATAN 30151",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
991,102.915523,-3.27173,RS UMUM DAERAH SITI AISYAH KOTA LUBUK LINGGAU,1674032,129,-3.27173,102.915523,"TIMUR 1, JL. LAPTER SILAMPARI NO.20, AIR KUTI, LUBUK LINGGAU TIM. I, KOTA LUBUKLINGGAU, SUMATERA SELATAN 31625",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA LUBUKLINGGAU
241,103.773149,-3.666781,RS UMUM DAERAH DR. H. M. RABAIN MUARA ENIM,1603063,274,-3.666781,103.773149,"JALAN SULTAN MAHMUD BADARUDDIN II NO. 48, AIR LINTANG, KECAMATAN MUARA ENIM, PS. II MUARA ENIM, KEC. MUARA ENIM, KABUPATEN MUARA ENIM, SUMATERA SELATAN 31314",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,MUARA ENIM
752,104.672873,-2.91331,RS UMUM DAERAH PRATAMA SUKAJADI,1607016,18,-2.91331,104.672873,"SUKAJADI, TALANG KELAPA, BANYU ASIN REGENCY",RS,SUMATERA SELATAN,BANYUASIN
410,104.726107,-2.941073,RS UMUM MYRIA PALEMBANG,1671276,106,-2.941073,104.726107,"JL. KOL. H. BURLIAN NO.228, SUKARAMI, KEC. SUKARAMI, KOTA PALEMBANG, SUMATERA SELATAN 30961",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
204,104.051825,-4.584656,RS UMUM DAERAH MUARA DUA,1608051,81,-4.584656,104.051825,"RANTAU PANJANG, BUAY RAWAN, KABUPATEN OGAN KOMERING ULU SELATAN, SUMATERA SELATAN 32211",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN
326,104.167709,-4.122543,RS UMUM DR. NOESMIR BATURAJA,1601002,81,-4.122543,104.167709,JLN. DR. MOH HATTA NO 64,RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,OGAN KOMERING ULU
680,104.86380459999998,-2.97950943300001,RS DR. RIVAI ABDULLAH,1671072,143,-2.979509433,104.86380459999998,JL. SUNGAI KUNDUR KELURAHAN MARIANA KEC. BANYUASIN I,RS_RUJUKAN_NASIONAL,SUMATERA SELATAN,BANYUASIN
